created_at,pm2_5_ispu,pm10_ispu,co_ispu,no2_ispu,o3_ispu
2026-08-30T15:11:00+00:00,59.0,23.46,27.71,0.0,8.62
2026-08-30T15:12:00+00:00,44.9,21.96,31.85,0.0,8.44
2026-08-30T15:13:00+00:00,36.84,14.68,33.24,0.0,8.28
2026-08-30T15:14:00+00:00,39.35,12.43,33.12,0.0,28.78
2026-08-30T15:15:00+00:00,37.26,14.17,31.8,0.0,8.22
2026-08-30T15:16:00+00:00,44.26,17.03,34.44,0.18,8.27
2026-08-30T15:17:00+00:00,48.81,14.91,35.58,0.0,8.55
2026-08-30T15:18:00+00:00,41.06,11.9,33.87,0.0,8.66
2026-08-30T15:19:00+00:00,53.11,18.64,35.13,0.0,8.28
2026-08-30T15:20:00+00:00,46.39,17.23,31.06,0.0,30.99
2026-08-30T15:21:00+00:00,46.45,15.6,32.82,0.16,8.19
2026-08-30T15:22:00+00:00,50.39,20.37,34.58,0.14,8.4
2026-08-30T15:23:00+00:00,36.03,8.96,34.18,0.0,30.23
2026-08-30T15:24:00+00:00,50.51,20.12,32.45,0.0,8.57
2026-08-30T15:25:00+00:00,49.39,16.04,36.01,0.0,8.78
2026-08-30T15:26:00+00:00,35.13,7.5,38.94,0.0,29.85
2026-08-30T15:27:00+00:00,50.05,18.67,32.71,0.39,28.38
2026-08-30T15:28:00+00:00,49.94,17.3,32.69,0.27,26.19
2026-08-30T15:29:00+00:00,36.29,13.84,34.2,0.53,24.82
2026-08-30T15:30:00+00:00,48.06,17.62,35.73,0.0,8.38
2026-08-30T15:31:00+00:00,39.16,11.27,33.68,0.25,8.22
2026-08-30T15:32:00+00:00,27.61,11.5,33.27,0.0,8.78
2026-08-30T15:33:00+00:00,50.01,14.43,35.19,0.0,8.35
2026-08-30T15:34:00+00:00,34.03,12.65,32.16,0.0,27.38
2026-08-30T15:35:00+00:00,48.13,17.99,36.06,0.0,8.6
2026-08-30T15:36:00+00:00,51.95,21.91,33.95,0.0,8.34
2026-08-30T15:37:00+00:00,54.91,22.48,34.4,0.0,8.75
2026-08-30T15:38:00+00:00,50.61,17.72,31.37,0.0,27.48
2026-08-30T15:39:00+00:00,44.65,16.69,35.96,0.0,8.59
2026-08-30T15:40:00+00:00,45.9,18.23,31.6,0.0,26.0
2026-08-30T15:41:00+00:00,42.58,15.59,32.48,0.0,8.69
2026-08-30T15:42:00+00:00,49.97,17.72,31.1,0.0,22.34
2026-08-30T15:43:00+00:00,40.1,17.97,36.51,0.0,8.31
2026-08-30T15:44:00+00:00,45.87,14.64,35.23,0.0,8.28
2026-08-30T15:45:00+00:00,50.84,19.88,33.61,0.0,24.87
2026-08-30T15:46:00+00:00,51.94,18.78,36.13,0.08,8.25
2026-08-30T15:47:00+00:00,52.63,19.24,34.05,0.0,8.23
2026-08-30T15:48:00+00:00,52.83,19.71,31.82,0.2,21.41
2026-08-30T15:49:00+00:00,54.79,21.79,32.37,0.39,21.95
2026-08-30T15:50:00+00:00,53.1,23.96,33.9,0.0,8.68
2026-08-30T15:51:00+00:00,38.29,19.1,33.47,0.0,8.78
2026-08-30T15:52:00+00:00,41.61,13.73,31.06,0.68,8.65
2026-08-30T15:53:00+00:00,49.65,16.45,34.88,0.0,8.46
2026-08-30T15:54:00+00:00,50.93,21.93,33.52,0.0,8.45
2026-08-30T15:55:00+00:00,49.19,18.81,35.34,0.0,8.41
2026-08-30T15:56:00+00:00,38.68,15.08,31.9,0.29,8.61
2026-08-30T15:57:00+00:00,50.54,18.73,34.19,0.0,26.14
2026-08-30T15:58:00+00:00,50.34,17.12,34.31,0.0,8.65
2026-08-30T15:59:00+00:00,47.0,17.38,31.87,0.0,21.05
2026-08-30T16:00:00+00:00,45.65,12.94,34.81,0.39,8.52
2026-08-30T16:01:00+00:00,50.58,17.45,35.54,0.08,8.27
2026-08-30T16:02:00+00:00,52.38,16.55,32.41,0.0,22.18
2026-08-30T16:03:00+00:00,53.97,26.42,34.8,0.0,23.5
2026-08-30T16:04:00+00:00,55.99,21.03,36.56,0.0,8.43
2026-08-30T16:05:00+00:00,49.39,21.88,34.12,0.0,8.24
2026-08-30T16:06:00+00:00,45.84,19.35,33.56,0.0,8.32
2026-08-30T16:07:00+00:00,45.29,19.1,31.97,0.0,8.5
2026-08-30T16:08:00+00:00,45.58,21.81,39.5,0.0,20.9
2026-08-30T16:09:00+00:00,48.55,14.61,32.06,0.0,8.5
2026-08-30T16:10:00+00:00,29.84,10.46,37.39,0.9,8.6
2026-08-30T16:11:00+00:00,51.09,22.69,34.99,0.0,17.98
2026-08-30T16:12:00+00:00,51.14,18.45,34.39,0.0,18.03
2026-08-30T16:13:00+00:00,56.87,25.54,34.42,0.14,8.21
2026-08-30T16:14:00+00:00,48.61,23.54,36.72,0.0,8.68
2026-08-30T16:15:00+00:00,40.06,12.12,37.62,0.42,8.8
2026-08-30T16:16:00+00:00,46.03,12.55,34.69,0.17,23.61
2026-08-30T16:17:00+00:00,40.65,14.76,32.9,0.14,8.28
2026-08-30T16:18:00+00:00,43.19,16.57,34.0,0.0,8.47
2026-08-30T16:19:00+00:00,45.81,15.46,33.51,0.0,8.75
2026-08-30T16:20:00+00:00,50.98,20.01,33.12,0.0,8.73
2026-08-30T16:21:00+00:00,52.36,14.68,34.9,0.0,8.42
2026-08-30T16:22:00+00:00,53.47,22.3,36.3,0.0,8.71
2026-08-30T16:23:00+00:00,29.65,8.2,33.19,0.0,8.38
2026-08-30T16:24:00+00:00,51.34,18.48,34.29,0.14,8.41
2026-08-30T16:25:00+00:00,42.81,11.94,35.93,0.0,8.6
2026-08-30T16:26:00+00:00,33.9,8.65,32.98,0.0,17.82
2026-08-30T16:27:00+00:00,49.35,15.9,39.65,0.0,8.52
2026-08-30T16:28:00+00:00,51.98,19.74,35.9,0.0,8.8
2026-08-30T16:29:00+00:00,31.0,8.9,33.11,0.0,8.49
2026-08-30T16:30:00+00:00,49.71,12.88,34.28,0.0,8.3
2026-08-30T16:31:00+00:00,50.83,14.89,35.52,0.0,20.11
2026-08-30T16:32:00+00:00,38.16,16.31,31.18,0.0,8.31
2026-08-30T16:33:00+00:00,42.58,14.47,35.21,0.0,21.73
2026-08-30T16:34:00+00:00,50.68,17.81,34.51,0.0,20.73
2026-08-30T16:35:00+00:00,55.0,21.5,35.15,0.0,8.49
2026-08-30T16:36:00+00:00,55.51,27.08,35.65,0.0,8.38
2026-08-30T16:37:00+00:00,50.59,16.25,36.37,0.0,22.21
2026-08-30T16:38:00+00:00,42.68,17.45,34.71,0.0,21.67
2026-08-30T16:39:00+00:00,55.51,23.38,34.78,0.0,8.34
2026-08-30T16:40:00+00:00,39.84,12.93,33.63,0.0,20.05
2026-08-30T16:41:00+00:00,38.32,16.55,33.83,0.0,16.08
2026-08-30T16:42:00+00:00,46.45,17.45,34.75,0.0,21.8
2026-08-30T16:43:00+00:00,52.51,22.3,34.2,0.0,8.37
2026-08-30T16:44:00+00:00,50.19,18.58,36.64,0.16,8.66
2026-08-30T16:45:00+00:00,46.16,20.75,32.2,0.0,8.64
2026-08-30T16:46:00+00:00,54.71,22.89,34.48,0.0,17.65
2026-08-30T16:47:00+00:00,34.61,11.86,34.35,0.0,8.25
2026-08-30T16:48:00+00:00,43.84,14.83,34.51,0.0,16.25
2026-08-30T16:49:00+00:00,54.47,21.91,36.25,0.44,15.37
2026-08-30T16:50:00+00:00,52.34,18.76,33.42,0.3,17.02
2026-08-30T16:51:00+00:00,54.89,20.02,35.47,0.0,17.91
2026-08-30T16:52:00+00:00,50.09,16.06,33.54,0.0,20.19
2026-08-30T16:53:00+00:00,36.16,9.09,34.38,0.0,8.62
2026-08-30T16:54:00+00:00,45.19,21.7,34.61,0.0,8.32
2026-08-30T16:55:00+00:00,36.84,13.71,33.92,0.39,15.5
2026-08-30T16:56:00+00:00,44.74,15.82,33.34,0.2,16.84
2026-08-30T16:57:00+00:00,48.87,16.87,35.27,0.0,8.65
2026-08-30T16:58:00+00:00,48.1,17.99,36.03,0.0,19.82
2026-08-30T16:59:00+00:00,49.55,17.84,38.91,0.12,16.99
2026-08-30T17:00:00+00:00,53.42,23.97,37.95,0.0,18.52
2026-08-30T17:01:00+00:00,54.79,20.58,36.84,0.0,8.65
2026-08-30T17:02:00+00:00,54.31,21.26,35.47,0.0,16.21
2026-08-30T17:03:00+00:00,51.58,19.37,35.95,0.0,8.53
2026-08-30T17:04:00+00:00,37.58,15.24,33.75,0.09,8.67
2026-08-30T17:05:00+00:00,42.03,11.36,38.15,0.0,8.58
2026-08-30T17:06:00+00:00,39.03,10.28,36.25,0.0,8.24
2026-08-30T17:07:00+00:00,55.51,24.25,37.19,0.0,14.61
2026-08-30T17:08:00+00:00,52.84,18.07,35.7,0.0,16.86
2026-08-30T17:09:00+00:00,40.06,13.58,35.88,0.0,8.68
2026-08-30T17:10:00+00:00,52.16,21.95,34.44,0.0,15.1
2026-08-30T17:11:00+00:00,25.81,7.77,35.77,0.0,8.54
2026-08-30T17:12:00+00:00,53.68,19.58,35.49,0.0,8.32
2026-08-30T17:13:00+00:00,46.29,21.31,35.41,0.14,17.34
2026-08-30T17:14:00+00:00,34.77,11.57,34.71,0.0,8.5
2026-08-30T17:15:00+00:00,54.84,20.23,37.68,0.0,8.21
2026-08-30T17:16:00+00:00,44.55,16.26,40.45,0.0,15.45
2026-08-30T17:17:00+00:00,41.19,11.02,35.92,0.0,8.41
2026-08-30T17:18:00+00:00,43.71,14.79,35.68,0.0,8.28
2026-08-30T17:19:00+00:00,39.58,13.28,35.55,0.0,16.95
2026-08-30T17:20:00+00:00,52.08,16.0,36.1,0.0,8.67
2026-08-30T17:21:00+00:00,47.32,15.7,36.51,0.0,15.07
2026-08-30T17:22:00+00:00,52.02,16.38,33.36,0.0,8.59
2026-08-30T17:23:00+00:00,29.19,7.5,35.23,0.0,14.05
2026-08-30T17:24:00+00:00,52.76,21.17,37.62,0.0,8.58
2026-08-30T17:25:00+00:00,52.62,18.94,33.82,0.97,8.49
2026-08-30T17:26:00+00:00,53.3,22.01,35.25,0.0,8.3
2026-08-30T17:27:00+00:00,56.68,24.32,38.22,0.42,16.91
2026-08-30T17:28:00+00:00,41.58,11.62,36.11,0.0,8.62
2026-08-30T17:29:00+00:00,56.32,26.81,35.45,0.71,16.71
2026-08-30T17:30:00+00:00,44.87,16.13,36.84,0.68,8.38
2026-08-30T17:31:00+00:00,50.75,16.99,34.22,0.0,13.51
2026-08-30T17:32:00+00:00,48.48,18.44,34.73,0.0,14.38
2026-08-30T17:33:00+00:00,33.48,9.63,38.64,0.0,8.26
2026-08-30T17:34:00+00:00,55.18,23.44,35.69,0.0,14.01
2026-08-30T17:35:00+00:00,54.67,21.1,38.61,0.0,8.36
2026-08-30T17:36:00+00:00,54.0,19.65,35.91,0.0,15.39
2026-08-30T17:37:00+00:00,43.26,20.83,37.41,0.0,12.69
2026-08-30T17:38:00+00:00,54.1,18.93,36.33,0.0,8.48
2026-08-30T17:39:00+00:00,45.03,15.9,35.4,0.0,8.41
2026-08-30T17:40:00+00:00,49.19,16.72,37.56,0.0,8.28
2026-08-30T17:41:00+00:00,46.74,15.43,35.69,0.14,8.25
2026-08-30T17:42:00+00:00,51.28,17.32,37.73,0.26,8.41
2026-08-30T17:43:00+00:00,52.13,13.25,37.37,0.0,13.63
2026-08-30T17:44:00+00:00,57.03,22.88,37.97,0.63,15.01
2026-08-30T17:45:00+00:00,42.77,19.5,35.71,0.0,13.15
2026-08-30T17:46:00+00:00,38.87,18.39,37.05,0.0,8.62
2026-08-30T17:47:00+00:00,53.18,17.27,37.16,0.41,8.58
2026-08-30T17:48:00+00:00,54.21,22.66,38.97,0.0,8.59
2026-08-30T17:49:00+00:00,49.77,17.51,35.01,0.0,11.88
2026-08-30T17:50:00+00:00,51.24,21.84,40.31,0.27,8.42
2026-08-30T17:51:00+00:00,46.42,12.46,40.32,0.0,8.55
2026-08-30T17:52:00+00:00,50.88,20.59,36.28,0.0,12.84
2026-08-30T17:53:00+00:00,55.3,23.68,37.89,0.0,8.28
2026-08-30T17:54:00+00:00,44.68,19.42,40.87,0.0,11.85
2026-08-30T17:55:00+00:00,50.31,16.95,38.05,0.0,8.38
2026-08-30T17:56:00+00:00,50.04,18.93,37.17,0.0,8.45
2026-08-30T17:57:00+00:00,49.1,19.47,35.46,0.83,8.4
2026-08-30T17:58:00+00:00,46.23,20.32,39.02,0.18,8.7
2026-08-30T17:59:00+00:00,49.06,17.44,39.64,0.0,12.3
2026-08-30T18:00:00+00:00,46.84,18.92,37.66,0.0,8.42
2026-08-30T18:01:00+00:00,52.06,18.97,38.61,0.46,8.57
2026-08-30T18:02:00+00:00,51.45,18.14,38.03,0.0,13.56
2026-08-30T18:03:00+00:00,52.73,21.55,39.14,0.0,8.8
2026-08-30T18:04:00+00:00,50.25,21.59,39.0,0.17,12.6
2026-08-30T18:05:00+00:00,46.0,16.18,38.77,0.0,8.71
2026-08-30T18:06:00+00:00,50.26,19.38,38.62,0.0,12.57
2026-08-30T18:07:00+00:00,53.7,21.55,37.18,0.36,8.43
2026-08-30T18:08:00+00:00,51.73,15.01,36.19,0.0,11.88
2026-08-30T18:09:00+00:00,53.05,22.02,39.33,0.0,8.25
2026-08-30T18:10:00+00:00,44.1,15.05,36.77,0.0,8.66
2026-08-30T18:11:00+00:00,38.29,16.39,39.35,0.0,11.66
2026-08-30T18:12:00+00:00,50.49,16.76,40.22,0.38,11.27
2026-08-30T18:13:00+00:00,46.74,17.08,36.2,0.11,8.51
2026-08-30T18:14:00+00:00,36.26,13.49,39.45,0.0,11.83
2026-08-30T18:15:00+00:00,46.06,27.62,37.26,0.0,11.19
2026-08-30T18:16:00+00:00,52.46,22.77,37.18,0.54,8.2
2026-08-30T18:17:00+00:00,44.39,12.76,39.62,0.0,8.28
2026-08-30T18:18:00+00:00,47.0,14.87,37.87,0.38,11.23
2026-08-30T18:19:00+00:00,56.5,19.02,40.28,0.59,12.04
2026-08-30T18:20:00+00:00,40.23,15.63,41.59,0.0,11.64
2026-08-30T18:21:00+00:00,46.26,11.98,40.4,0.72,8.38
2026-08-30T18:22:00+00:00,44.06,10.81,37.39,0.0,8.65
2026-08-30T18:23:00+00:00,29.03,10.68,38.79,0.0,10.47
2026-08-30T18:24:00+00:00,50.13,16.48,41.48,0.0,10.65
2026-08-30T18:25:00+00:00,50.93,22.9,36.21,0.14,8.6
2026-08-30T18:26:00+00:00,52.08,17.75,36.8,0.12,8.54
2026-08-30T18:27:00+00:00,44.61,19.14,36.28,0.0,8.24
2026-08-30T18:28:00+00:00,51.18,18.97,39.55,0.0,10.86
2026-08-30T18:29:00+00:00,44.97,21.31,40.11,0.22,11.17
2026-08-30T18:30:00+00:00,51.17,18.78,38.91,0.0,8.76
2026-08-30T18:31:00+00:00,46.29,17.75,36.3,0.0,8.57
2026-08-30T18:32:00+00:00,42.94,16.03,41.15,0.43,8.67
2026-08-30T18:33:00+00:00,52.98,20.27,41.43,0.35,8.25
2026-08-30T18:34:00+00:00,51.55,17.87,44.39,0.0,8.42
2026-08-30T18:35:00+00:00,51.27,20.78,37.62,0.0,8.27
2026-08-30T18:36:00+00:00,39.48,14.25,40.55,0.0,9.9
2026-08-30T18:37:00+00:00,49.19,12.69,39.24,0.0,8.2
2026-08-30T18:38:00+00:00,36.9,12.76,38.18,0.12,10.02
2026-08-30T18:39:00+00:00,52.08,23.54,36.07,0.0,8.27
2026-08-30T18:40:00+00:00,51.09,20.02,38.31,0.0,10.17
2026-08-30T18:41:00+00:00,50.1,17.99,38.04,0.0,10.03
2026-08-30T18:42:00+00:00,52.71,19.21,39.49,0.0,8.2
2026-08-30T18:43:00+00:00,48.71,17.08,40.67,0.0,9.51
2026-08-30T18:44:00+00:00,47.77,17.24,40.18,0.0,8.55
2026-08-30T18:45:00+00:00,45.81,14.74,40.02,0.0,9.93
2026-08-30T18:46:00+00:00,51.07,21.27,39.83,0.0,8.29
2026-08-30T18:47:00+00:00,54.07,22.65,40.57,0.31,9.5
2026-08-30T18:48:00+00:00,51.64,23.93,44.26,0.12,8.58
2026-08-30T18:49:00+00:00,49.42,19.49,39.66,0.34,9.32
2026-08-30T18:50:00+00:00,52.86,19.79,39.95,0.0,8.26
2026-08-30T18:51:00+00:00,50.76,17.38,39.65,0.0,9.06
2026-08-30T18:52:00+00:00,33.52,10.3,40.08,0.52,8.47
2026-08-30T18:53:00+00:00,50.89,27.48,39.46,0.1,9.21
2026-08-30T18:54:00+00:00,39.39,15.38,37.97,0.0,9.25
2026-08-30T18:55:00+00:00,52.63,19.6,42.63,0.0,8.52
2026-08-30T18:56:00+00:00,42.61,16.13,36.93,0.0,9.25
2026-08-30T18:57:00+00:00,50.44,17.09,39.8,0.0,8.61
2026-08-30T18:58:00+00:00,43.71,13.02,40.36,0.0,9.07
2026-08-30T18:59:00+00:00,43.45,18.59,39.8,0.0,9.14
2026-08-30T19:00:00+00:00,54.52,21.1,40.78,0.0,8.25
2026-08-30T19:01:00+00:00,56.28,31.87,39.59,0.0,8.94
2026-08-30T19:02:00+00:00,50.1,16.01,40.37,0.42,8.46
2026-08-30T19:03:00+00:00,38.39,13.66,40.09,0.22,8.53
2026-08-30T19:04:00+00:00,51.79,16.69,41.55,0.0,8.18
2026-08-30T19:05:00+00:00,42.65,9.99,41.07,0.23,8.58
2026-08-30T19:06:00+00:00,54.55,26.44,40.87,0.0,8.57
2026-08-30T19:07:00+00:00,50.98,19.85,41.12,0.03,8.54
2026-08-30T19:08:00+00:00,54.62,17.86,40.82,0.36,8.75
2026-08-30T19:09:00+00:00,44.58,11.29,42.07,0.11,8.61
2026-08-30T19:10:00+00:00,51.44,17.3,42.16,0.0,8.66
2026-08-30T19:11:00+00:00,49.29,14.67,40.94,0.15,8.31
2026-08-30T19:12:00+00:00,35.94,13.16,43.49,0.65,8.31
2026-08-30T19:13:00+00:00,51.42,19.17,39.87,0.0,8.4
2026-08-30T19:14:00+00:00,51.05,18.21,39.67,0.38,8.8
2026-08-30T19:15:00+00:00,51.17,16.01,41.29,0.0,8.45
2026-08-30T19:16:00+00:00,46.45,16.87,40.7,0.0,8.21
2026-08-30T19:17:00+00:00,39.35,12.44,42.21,0.0,8.18
2026-08-30T19:18:00+00:00,33.42,9.15,39.61,0.0,8.25
2026-08-30T19:19:00+00:00,46.9,16.21,43.16,0.76,8.18
2026-08-30T19:20:00+00:00,49.74,18.51,40.84,0.0,8.2
2026-08-30T19:21:00+00:00,42.32,13.75,37.72,0.0,8.56
2026-08-30T19:22:00+00:00,34.13,9.92,38.44,0.0,8.23
2026-08-30T19:23:00+00:00,32.48,10.4,39.42,0.0,8.18
2026-08-30T19:24:00+00:00,48.71,17.28,39.76,0.0,8.18
2026-08-30T19:25:00+00:00,45.45,22.68,43.04,0.51,8.68
2026-08-30T19:26:00+00:00,41.48,13.61,44.08,0.0,8.18
2026-08-30T19:27:00+00:00,44.81,17.44,39.05,0.56,8.55
2026-08-30T19:28:00+00:00,40.35,22.86,42.1,0.0,8.18
2026-08-30T19:29:00+00:00,43.03,20.28,40.45,0.0,8.77
2026-08-30T19:30:00+00:00,47.45,15.62,39.51,0.51,8.22
2026-08-30T19:31:00+00:00,49.13,14.55,42.52,0.07,8.55
2026-08-30T19:32:00+00:00,44.45,20.74,42.53,0.0,8.18
2026-08-30T19:33:00+00:00,47.71,17.53,41.25,0.0,8.18
2026-08-30T19:34:00+00:00,36.97,16.89,41.65,0.41,8.55
2026-08-30T19:35:00+00:00,53.35,21.46,40.72,0.0,8.18
2026-08-30T19:36:00+00:00,50.36,16.39,37.61,0.51,8.62
2026-08-30T19:37:00+00:00,39.77,15.82,39.76,0.72,8.18
2026-08-30T19:38:00+00:00,54.79,30.77,38.42,0.0,8.63
2026-08-30T19:39:00+00:00,49.81,18.73,41.74,0.83,8.38
2026-08-30T19:40:00+00:00,41.26,13.23,40.9,0.0,8.18
2026-08-30T19:41:00+00:00,46.81,19.24,40.64,0.0,8.42
2026-08-30T19:42:00+00:00,50.76,19.57,40.91,0.0,8.18
2026-08-30T19:43:00+00:00,54.52,15.78,41.51,0.0,8.75
2026-08-30T19:44:00+00:00,51.77,17.98,41.51,0.18,8.59
2026-08-30T19:45:00+00:00,50.68,15.93,42.07,0.0,8.6
2026-08-30T19:46:00+00:00,43.26,15.68,40.7,0.0,8.37
2026-08-30T19:47:00+00:00,40.94,13.51,43.4,0.0,8.18
2026-08-30T19:48:00+00:00,50.94,16.37,40.54,0.0,8.18
2026-08-30T19:49:00+00:00,49.65,14.74,40.88,0.0,8.57
2026-08-30T19:50:00+00:00,31.65,12.5,39.87,0.0,8.44
2026-08-30T19:51:00+00:00,53.85,17.09,41.07,0.21,8.18
2026-08-30T19:52:00+00:00,55.33,21.07,42.0,0.0,8.18
2026-08-30T19:53:00+00:00,39.81,12.05,39.77,0.0,8.18
2026-08-30T19:54:00+00:00,55.8,20.95,39.85,0.38,8.57
2026-08-30T19:55:00+00:00,41.39,12.25,42.56,0.0,8.38
2026-08-30T19:56:00+00:00,48.16,17.0,40.18,0.16,8.51
2026-08-30T19:57:00+00:00,44.45,16.58,40.63,0.0,8.8
2026-08-30T19:58:00+00:00,49.81,20.7,42.23,0.18,8.18
2026-08-30T19:59:00+00:00,41.9,11.12,39.04,0.0,8.18
2026-08-30T20:00:00+00:00,52.36,20.75,42.25,0.21,8.53
2026-08-30T20:01:00+00:00,39.81,16.62,37.77,0.0,8.28
2026-08-30T20:02:00+00:00,46.29,17.25,38.89,0.0,8.18
2026-08-30T20:03:00+00:00,32.55,12.92,42.77,0.0,8.47
2026-08-30T20:04:00+00:00,44.68,12.86,40.73,0.29,8.18
