created_at,o3_analog,pm25_analog,pm10_analog,no2_analog,co_analog
2026-08-30T16:17:00+00:00,499,125,130,3,3029
2026-08-30T16:18:00+00:00,496,129,138,0,3051
2026-08-30T16:19:00+00:00,497,137,132,0,3048
2026-08-30T16:20:00+00:00,500,147,155,0,3041
2026-08-30T16:21:00+00:00,496,152,131,0,3072
2026-08-30T16:22:00+00:00,498,158,163,2,3096
2026-08-30T16:23:00+00:00,496,110,102,0,3040
2026-08-30T16:24:00+00:00,498,152,145,3,3058
2026-08-30T16:25:00+00:00,498,130,118,0,3093
2026-08-30T16:26:00+00:00,538,113,105,1,3028
2026-08-30T16:27:00+00:00,500,141,135,1,3147
2026-08-30T16:28:00+00:00,500,151,155,1,3086
2026-08-30T16:29:00+00:00,496,110,108,1,3034
2026-08-30T16:30:00+00:00,497,142,123,2,3054
2026-08-30T16:31:00+00:00,551,146,133,0,3078
2026-08-30T16:32:00+00:00,495,124,137,0,2999
2026-08-30T16:33:00+00:00,558,129,129,2,3080
2026-08-30T16:34:00+00:00,553,146,146,2,3068
2026-08-30T16:35:00+00:00,497,165,160,1,3075
2026-08-30T16:36:00+00:00,499,170,182,0,3082
2026-08-30T16:37:00+00:00,560,145,139,2,3100
2026-08-30T16:38:00+00:00,557,133,141,0,3069
2026-08-30T16:39:00+00:00,499,169,170,0,3063
2026-08-30T16:40:00+00:00,549,125,122,2,3044
2026-08-30T16:41:00+00:00,530,125,140,0,3053
2026-08-30T16:42:00+00:00,556,137,144,0,3068
2026-08-30T16:43:00+00:00,496,154,164,1,3061
2026-08-30T16:44:00+00:00,497,143,150,4,3107
2026-08-30T16:45:00+00:00,498,136,155,1,3020
2026-08-30T16:46:00+00:00,539,163,165,0,3059
2026-08-30T16:47:00+00:00,495,117,120,1,3056
2026-08-30T16:48:00+00:00,530,133,130,0,3065
2026-08-30T16:49:00+00:00,529,163,160,11,3091
2026-08-30T16:50:00+00:00,534,152,147,5,3047
2026-08-30T16:51:00+00:00,541,165,152,0,3076
2026-08-30T16:52:00+00:00,551,145,135,1,3046
2026-08-30T16:53:00+00:00,497,120,107,1,3058
2026-08-30T16:54:00+00:00,496,133,162,1,3069
2026-08-30T16:55:00+00:00,531,122,126,9,3052
2026-08-30T16:56:00+00:00,537,134,134,2,3037
2026-08-30T16:57:00+00:00,500,139,141,1,3082
2026-08-30T16:58:00+00:00,546,141,147,2,3091
2026-08-30T16:59:00+00:00,538,143,147,2,3137
2026-08-30T17:00:00+00:00,543,161,171,1,3119
2026-08-30T17:01:00+00:00,496,167,158,0,3110
2026-08-30T17:02:00+00:00,534,164,158,0,3085
2026-08-30T17:03:00+00:00,498,149,151,1,3086
2026-08-30T17:04:00+00:00,500,120,133,1,3046
2026-08-30T17:05:00+00:00,496,129,118,0,3128
2026-08-30T17:06:00+00:00,499,122,110,0,3100
2026-08-30T17:07:00+00:00,523,166,170,0,3108
2026-08-30T17:08:00+00:00,537,154,144,0,3088
2026-08-30T17:09:00+00:00,498,126,126,0,3091
2026-08-30T17:10:00+00:00,526,152,164,0,3060
2026-08-30T17:11:00+00:00,497,99,101,2,3082
2026-08-30T17:12:00+00:00,497,159,152,1,3083
2026-08-30T17:13:00+00:00,539,139,161,5,3078
2026-08-30T17:14:00+00:00,497,119,117,2,3064
2026-08-30T17:15:00+00:00,496,166,156,1,3114
2026-08-30T17:16:00+00:00,529,135,137,2,3164
2026-08-30T17:17:00+00:00,496,129,115,0,3091
2026-08-30T17:18:00+00:00,498,134,133,0,3090
2026-08-30T17:19:00+00:00,535,126,127,2,3078
2026-08-30T17:20:00+00:00,500,152,139,2,3087
2026-08-30T17:21:00+00:00,529,137,136,0,3098
2026-08-30T17:22:00+00:00,498,151,137,1,3046
2026-08-30T17:23:00+00:00,524,107,101,0,3082
2026-08-30T17:24:00+00:00,499,158,160,0,3114
2026-08-30T17:25:00+00:00,500,155,148,18,3054
2026-08-30T17:26:00+00:00,495,160,163,2,3081
2026-08-30T17:27:00+00:00,537,174,174,10,3132
2026-08-30T17:28:00+00:00,498,131,120,0,3091
2026-08-30T17:29:00+00:00,533,171,182,15,3078
2026-08-30T17:30:00+00:00,499,134,138,13,3108
2026-08-30T17:31:00+00:00,518,145,140,1,3062
2026-08-30T17:32:00+00:00,525,140,149,0,3071
2026-08-30T17:33:00+00:00,499,114,110,0,3134
2026-08-30T17:34:00+00:00,520,168,167,0,3090
2026-08-30T17:35:00+00:00,496,165,160,2,3139
2026-08-30T17:36:00+00:00,529,163,151,0,3084
2026-08-30T17:37:00+00:00,514,132,159,0,3111
2026-08-30T17:38:00+00:00,498,164,150,0,3099
2026-08-30T17:39:00+00:00,495,137,135,0,3079
2026-08-30T17:40:00+00:00,498,141,140,0,3118
2026-08-30T17:41:00+00:00,499,139,133,3,3080
2026-08-30T17:42:00+00:00,495,148,140,5,3121
2026-08-30T17:43:00+00:00,519,155,124,1,3115
2026-08-30T17:44:00+00:00,528,175,164,12,3123
2026-08-30T17:45:00+00:00,518,130,154,0,3082
2026-08-30T17:46:00+00:00,499,123,149,0,3112
2026-08-30T17:47:00+00:00,496,160,142,11,3109
2026-08-30T17:48:00+00:00,497,161,164,0,3142
2026-08-30T17:49:00+00:00,511,144,141,0,3075
2026-08-30T17:50:00+00:00,499,148,164,8,3162
2026-08-30T17:51:00+00:00,500,137,121,1,3166
2026-08-30T17:52:00+00:00,519,146,156,0,3094
2026-08-30T17:53:00+00:00,496,166,170,0,3119
2026-08-30T17:54:00+00:00,514,132,149,0,3170
2026-08-30T17:55:00+00:00,496,144,139,1,3128
2026-08-30T17:56:00+00:00,499,146,148,1,3112
2026-08-30T17:57:00+00:00,495,142,151,17,3085
2026-08-30T17:58:00+00:00,497,137,156,5,3136
2026-08-30T17:59:00+00:00,513,142,142,2,3150
2026-08-30T18:00:00+00:00,497,139,151,2,3115
2026-08-30T18:01:00+00:00,500,153,147,10,3136
2026-08-30T18:02:00+00:00,519,152,145,1,3124
2026-08-30T18:03:00+00:00,501,155,161,0,3146
2026-08-30T18:04:00+00:00,515,144,159,6,3145
2026-08-30T18:05:00+00:00,498,135,135,1,3132
2026-08-30T18:06:00+00:00,514,147,152,0,3136
2026-08-30T18:07:00+00:00,499,158,160,8,3113
2026-08-30T18:08:00+00:00,515,150,133,1,3094
2026-08-30T18:09:00+00:00,499,158,165,2,3143
2026-08-30T18:10:00+00:00,496,132,132,0,3108
2026-08-30T18:11:00+00:00,512,125,140,0,3141
2026-08-30T18:12:00+00:00,512,145,141,10,3160
2026-08-30T18:13:00+00:00,500,136,139,4,3099
2026-08-30T18:14:00+00:00,514,120,125,2,3146
2026-08-30T18:15:00+00:00,509,137,187,0,3111
2026-08-30T18:16:00+00:00,497,157,166,12,3112
2026-08-30T18:17:00+00:00,498,136,122,2,3155
2026-08-30T18:18:00+00:00,508,138,130,7,3119
2026-08-30T18:19:00+00:00,515,174,152,10,3156
2026-08-30T18:20:00+00:00,512,126,137,0,3182
2026-08-30T18:21:00+00:00,495,136,117,16,3168
2026-08-30T18:22:00+00:00,499,135,113,0,3117
2026-08-30T18:23:00+00:00,507,108,115,0,3134
2026-08-30T18:24:00+00:00,508,146,140,0,3183
2026-08-30T18:25:00+00:00,499,146,168,5,3096
2026-08-30T18:26:00+00:00,497,152,145,5,3103
2026-08-30T18:27:00+00:00,498,133,150,0,3095
2026-08-30T18:28:00+00:00,507,148,150,0,3148
2026-08-30T18:29:00+00:00,509,136,161,7,3159
2026-08-30T18:30:00+00:00,497,151,150,0,3136
2026-08-30T18:31:00+00:00,500,139,144,2,3091
2026-08-30T18:32:00+00:00,501,130,139,7,3179
2026-08-30T18:33:00+00:00,496,158,155,6,3177
2026-08-30T18:34:00+00:00,496,150,147,0,3214
2026-08-30T18:35:00+00:00,498,150,157,2,3124
2026-08-30T18:36:00+00:00,503,127,128,2,3165
2026-08-30T18:37:00+00:00,498,141,124,0,3141
2026-08-30T18:38:00+00:00,505,120,122,1,3127
2026-08-30T18:39:00+00:00,495,154,169,0,3087
2026-08-30T18:40:00+00:00,506,149,155,1,3126
2026-08-30T18:41:00+00:00,505,142,146,0,3130
2026-08-30T18:42:00+00:00,495,157,152,0,3152
2026-08-30T18:43:00+00:00,504,140,143,0,3163
2026-08-30T18:44:00+00:00,499,142,144,0,3155
2026-08-30T18:45:00+00:00,502,136,130,1,3154
2026-08-30T18:46:00+00:00,497,149,160,0,3152
2026-08-30T18:47:00+00:00,500,164,165,9,3168
2026-08-30T18:48:00+00:00,498,153,172,1,3213
2026-08-30T18:49:00+00:00,502,141,153,6,3147
2026-08-30T18:50:00+00:00,496,154,154,1,3157
2026-08-30T18:51:00+00:00,502,148,144,0,3146
2026-08-30T18:52:00+00:00,500,115,113,9,3160
2026-08-30T18:53:00+00:00,502,146,187,1,3148
2026-08-30T18:54:00+00:00,503,125,132,2,3129
2026-08-30T18:55:00+00:00,500,154,151,0,3195
2026-08-30T18:56:00+00:00,499,129,138,0,3103
2026-08-30T18:57:00+00:00,499,146,139,0,3152
2026-08-30T18:58:00+00:00,499,132,123,0,3160
2026-08-30T18:59:00+00:00,500,131,147,0,3148
2026-08-30T19:00:00+00:00,496,165,159,0,3163
2026-08-30T19:01:00+00:00,498,173,203,0,3155
2026-08-30T19:02:00+00:00,500,145,136,10,3162
2026-08-30T19:03:00+00:00,499,124,127,4,3159
2026-08-30T19:04:00+00:00,495,154,141,2,3177
2026-08-30T19:05:00+00:00,498,132,110,6,3178
2026-08-30T19:06:00+00:00,500,162,182,0,3174
2026-08-30T19:07:00+00:00,497,146,155,0,3176
2026-08-30T19:08:00+00:00,501,163,144,10,3173
2026-08-30T19:09:00+00:00,500,136,116,1,3186
2026-08-30T19:10:00+00:00,497,148,144,2,3183
2026-08-30T19:11:00+00:00,497,141,133,5,3169
2026-08-30T19:12:00+00:00,498,119,126,13,3209
2026-08-30T19:13:00+00:00,495,150,151,0,3156
2026-08-30T19:14:00+00:00,500,150,144,6,3148
2026-08-30T19:15:00+00:00,500,151,137,1,3176
2026-08-30T19:16:00+00:00,496,138,142,0,3164
2026-08-30T19:17:00+00:00,494,126,119,1,3191
2026-08-30T19:18:00+00:00,499,116,108,1,3154
2026-08-30T19:19:00+00:00,496,139,136,17,3202
2026-08-30T19:20:00+00:00,498,144,147,0,3171
2026-08-30T19:21:00+00:00,499,128,129,0,3119
2026-08-30T19:22:00+00:00,497,117,113,0,3130
2026-08-30T19:23:00+00:00,498,115,114,2,3153
2026-08-30T19:24:00+00:00,495,141,144,0,3154
2026-08-30T19:25:00+00:00,497,136,163,9,3197
2026-08-30T19:26:00+00:00,498,130,126,1,3211
2026-08-30T19:27:00+00:00,496,134,145,13,3144
2026-08-30T19:28:00+00:00,495,127,168,1,3187
2026-08-30T19:29:00+00:00,498,132,155,1,3158
2026-08-30T19:30:00+00:00,499,139,136,9,3144
2026-08-30T19:31:00+00:00,499,143,129,1,3190
2026-08-30T19:32:00+00:00,494,135,156,0,3191
2026-08-30T19:33:00+00:00,495,138,143,0,3177
2026-08-30T19:34:00+00:00,499,120,141,10,3186
2026-08-30T19:35:00+00:00,494,157,160,2,3171
2026-08-30T19:36:00+00:00,498,143,137,12,3117
2026-08-30T19:37:00+00:00,494,124,135,13,3151
2026-08-30T19:38:00+00:00,497,165,199,0,3135
2026-08-30T19:39:00+00:00,495,144,148,19,3178
2026-08-30T19:40:00+00:00,498,127,124,0,3175
2026-08-30T19:41:00+00:00,496,136,151,1,3167
2026-08-30T19:42:00+00:00,496,149,151,1,3175
2026-08-30T19:43:00+00:00,498,164,135,2,3180
2026-08-30T19:44:00+00:00,499,149,143,5,3178
2026-08-30T19:45:00+00:00,499,145,134,0,3192
2026-08-30T19:46:00+00:00,495,130,134,0,3165
2026-08-30T19:47:00+00:00,497,129,124,1,3210
2026-08-30T19:48:00+00:00,497,149,140,2,3169
2026-08-30T19:49:00+00:00,499,141,130,0,3168
2026-08-30T19:50:00+00:00,498,112,121,2,3152
2026-08-30T19:51:00+00:00,498,159,139,4,3174
2026-08-30T19:52:00+00:00,494,169,160,0,3182
2026-08-30T19:53:00+00:00,494,125,120,0,3150
2026-08-30T19:54:00+00:00,500,171,157,7,3155
2026-08-30T19:55:00+00:00,495,129,119,0,3198
2026-08-30T19:56:00+00:00,499,139,143,5,3163
2026-08-30T19:57:00+00:00,501,134,141,0,3171
2026-08-30T19:58:00+00:00,494,144,157,6,3184
2026-08-30T19:59:00+00:00,497,131,115,0,3142
2026-08-30T20:00:00+00:00,500,155,158,5,3192
2026-08-30T20:01:00+00:00,495,128,140,0,3117
2026-08-30T20:02:00+00:00,495,138,140,0,3142
2026-08-30T20:03:00+00:00,498,111,125,2,3198
2026-08-30T20:04:00+00:00,498,132,122,8,3171
2026-08-30T20:05:00+00:00,498,147,142,7,3099
2026-08-30T20:06:00+00:00,497,158,180,0,3177
2026-08-30T20:07:00+00:00,497,129,130,0,3218
2026-08-30T20:08:00+00:00,496,172,174,0,3175
2026-08-30T20:09:00+00:00,498,157,160,23,3159
2026-08-30T20:10:00+00:00,496,146,131,0,3155
2026-08-30T20:11:00+00:00,494,169,173,6,3169
2026-08-30T20:12:00+00:00,496,129,133,2,3177
2026-08-30T20:13:00+00:00,498,153,153,6,3157
2026-08-30T20:14:00+00:00,497,158,141,15,3191
2026-08-30T20:15:00+00:00,496,146,146,0,3155
2026-08-30T20:16:00+00:00,496,113,124,2,3159
2026-08-30T20:17:00+00:00,498,141,138,11,3167
2026-08-30T20:18:00+00:00,496,143,136,0,3189
2026-08-30T20:19:00+00:00,498,148,145,2,3161
2026-08-30T20:20:00+00:00,495,140,133,0,3190
2026-08-30T20:21:00+00:00,494,131,147,1,3189
2026-08-30T20:22:00+00:00,496,127,122,0,3190
2026-08-30T20:23:00+00:00,495,142,137,0,3173
2026-08-30T20:24:00+00:00,496,170,171,2,3172
2026-08-30T20:25:00+00:00,495,136,136,2,3188
2026-08-30T20:26:00+00:00,498,133,115,1,3133
2026-08-30T20:27:00+00:00,498,146,150,0,3217
2026-08-30T20:28:00+00:00,498,137,148,5,3214
2026-08-30T20:29:00+00:00,498,140,158,0,3181
2026-08-30T20:30:00+00:00,498,134,134,0,3150
2026-08-30T20:31:00+00:00,497,129,118,2,3163
2026-08-30T20:32:00+00:00,500,167,148,12,3116
2026-08-30T20:33:00+00:00,495,140,131,0,3202
2026-08-30T20:34:00+00:00,499,132,122,1,3154
2026-08-30T20:35:00+00:00,498,150,151,1,3139
2026-08-30T20:36:00+00:00,494,175,169,1,3161
2026-08-30T20:37:00+00:00,496,127,124,10,3123
2026-08-30T20:38:00+00:00,500,134,122,0,3192
2026-08-30T20:39:00+00:00,495,132,147,0,3215
2026-08-30T20:40:00+00:00,495,140,132,0,3189
2026-08-30T20:41:00+00:00,500,138,138,0,3177
2026-08-30T20:42:00+00:00,495,140,139,6,3209
2026-08-30T20:43:00+00:00,497,132,133,10,3145
2026-08-30T20:44:00+00:00,499,134,135,0,3173
2026-08-30T20:45:00+00:00,497,184,187,1,3144
2026-08-30T20:46:00+00:00,499,149,169,1,3191
2026-08-30T20:47:00+00:00,496,142,137,1,3162
2026-08-30T20:48:00+00:00,496,121,122,1,3181
2026-08-30T20:49:00+00:00,495,141,128,2,3208
2026-08-30T20:50:00+00:00,501,123,126,0,3203
2026-08-30T20:51:00+00:00,498,120,111,0,3175
2026-08-30T20:52:00+00:00,497,158,169,0,3160
2026-08-30T20:53:00+00:00,494,159,151,6,3136
2026-08-30T20:54:00+00:00,498,121,143,0,3183
2026-08-30T20:55:00+00:00,496,140,155,1,3180
2026-08-30T20:56:00+00:00,499,113,142,0,3142
2026-08-30T20:57:00+00:00,497,146,147,10,3189
2026-08-30T20:58:00+00:00,497,138,119,1,3170
2026-08-30T20:59:00+00:00,498,139,123,1,3124
2026-08-30T21:00:00+00:00,497,131,135,7,3149
2026-08-30T21:01:00+00:00,498,124,108,1,3170
2026-08-30T21:02:00+00:00,498,145,126,0,3175
2026-08-30T21:03:00+00:00,498,124,140,8,3165
2026-08-30T21:04:00+00:00,497,108,117,2,3154
2026-08-30T21:05:00+00:00,499,127,115,2,3185
2026-08-30T21:06:00+00:00,497,128,126,2,3151
2026-08-30T21:07:00+00:00,497,135,135,0,3116
2026-08-30T21:08:00+00:00,501,137,149,16,3152
2026-08-30T21:09:00+00:00,495,134,124,0,3136
2026-08-30T21:10:00+00:00,497,135,147,2,3143
2026-08-30T21:11:00+00:00,496,167,166,0,3108
2026-08-30T21:12:00+00:00,498,136,146,0,3158
2026-08-30T21:13:00+00:00,497,137,150,13,3195
2026-08-30T21:14:00+00:00,494,137,159,0,3141
2026-08-30T21:15:00+00:00,500,141,138,0,3092
2026-08-30T21:16:00+00:00,498,105,122,0,3140
2026-08-30T21:17:00+00:00,499,153,147,0,3136
2026-08-30T21:18:00+00:00,497,139,119,1,3164
2026-08-30T21:19:00+00:00,496,135,136,0,3174
2026-08-30T21:20:00+00:00,497,126,110,0,3143
2026-08-30T21:21:00+00:00,499,163,156,0,3175
2026-08-30T21:22:00+00:00,497,133,120,0,3169
2026-08-30T21:23:00+00:00,498,146,143,13,3142
2026-08-30T21:24:00+00:00,499,130,137,0,3120
2026-08-30T21:25:00+00:00,495,162,163,0,3137
2026-08-30T21:26:00+00:00,496,141,124,1,3136
2026-08-30T21:27:00+00:00,499,154,173,10,3167
2026-08-30T21:28:00+00:00,496,145,155,2,3133
2026-08-30T21:29:00+00:00,496,160,198,1,3100
2026-08-30T21:30:00+00:00,494,118,117,2,3156
2026-08-30T21:31:00+00:00,497,120,110,1,3093
2026-08-30T21:32:00+00:00,500,152,150,1,3098
2026-08-30T21:33:00+00:00,494,159,162,1,3189
2026-08-30T21:34:00+00:00,497,159,145,1,3141
2026-08-30T21:35:00+00:00,495,158,147,19,3168
2026-08-30T21:36:00+00:00,494,129,128,0,3119
2026-08-30T21:37:00+00:00,498,134,132,13,3160
2026-08-30T21:38:00+00:00,497,145,162,0,3131
2026-08-30T21:39:00+00:00,495,148,146,1,3198
2026-08-30T21:40:00+00:00,500,135,128,9,3143
2026-08-30T21:41:00+00:00,496,152,151,0,3162
2026-08-30T21:42:00+00:00,497,142,130,2,3152
2026-08-30T21:43:00+00:00,494,118,104,10,3134
2026-08-30T21:44:00+00:00,494,174,159,2,3092
2026-08-30T21:45:00+00:00,500,148,158,2,3084
2026-08-30T21:46:00+00:00,494,144,140,0,3174
2026-08-30T21:47:00+00:00,496,134,140,0,3099
2026-08-30T21:48:00+00:00,496,127,126,2,3154
2026-08-30T21:49:00+00:00,494,146,133,0,3116
2026-08-30T21:50:00+00:00,496,127,126,0,3117
2026-08-30T21:51:00+00:00,495,149,143,0,3128
2026-08-30T21:52:00+00:00,498,136,134,0,3129
2026-08-30T21:53:00+00:00,499,151,168,9,3128
2026-08-30T21:54:00+00:00,495,134,128,1,3125
2026-08-30T21:55:00+00:00,500,122,145,8,3182
2026-08-30T21:56:00+00:00,495,108,101,3,3134
2026-08-30T21:57:00+00:00,498,144,149,2,3154
2026-08-30T21:58:00+00:00,496,153,151,1,3121
2026-08-30T21:59:00+00:00,496,150,126,0,3131
2026-08-30T22:00:00+00:00,494,132,124,0,3100
2026-08-30T22:01:00+00:00,494,150,132,9,3068
2026-08-30T22:02:00+00:00,501,129,126,0,3159
2026-08-30T22:03:00+00:00,497,139,144,0,3091
2026-08-30T22:04:00+00:00,498,156,156,0,3064
2026-08-30T22:05:00+00:00,500,148,153,2,3111
